1,-22.524627,-48.532202,308.0000,588.0000,259.0000,238.0000
1,-22.524896,-48.532202,293.0000,573.0000,256.0000,225.0000
1,-22.524896,-48.531932,284.0000,560.0000,259.0000,220.0000
1,-22.525166,-48.532471,300.0000,580.0000,258.0000,230.0000
1,-22.525166,-48.532202,290.0000,564.0000,260.0000,220.0000
1,-22.525166,-48.531932,286.0000,556.0000,255.0000,204.0000
1,-22.525166,-48.531663,272.0000,512.0000,251.0000,180.0000
1,-22.525435,-48.532471,293.0000,580.0000,271.0000,214.0000
1,-22.525435,-48.532202,296.0000,572.0000,262.0000,203.0000
1,-22.525435,-48.531932,277.0000,552.0000,267.0000,188.0000
1,-22.525435,-48.531663,271.0000,518.0000,262.0000,179.0000
1,-22.525435,-48.531393,274.0000,497.0000,240.0000,173.0000
1,-22.525435,-48.531124,247.0000,482.0000,238.0000,157.0000
1,-22.525705,-48.532471,288.0000,573.0000,266.0000,202.0000
1,-22.525705,-48.532202,282.0000,569.0000,252.0000,195.0000
1,-22.525705,-48.531932,274.0000,547.0000,261.0000,187.0000
1,-22.525705,-48.531663,279.0000,520.0000,251.0000,174.0000
1,-22.525705,-48.531393,278.0000,485.0000,239.0000,163.0000
1,-22.525705,-48.531124,257.0000,469.0000,243.0000,146.0000
1,-22.525705,-48.530854,253.0000,479.0000,230.0000,157.0000
1,-22.525705,-48.530585,268.0000,474.0000,225.0000,157.0000
1,-22.525705,-48.530315,256.0000,450.0000,221.0000,148.0000
1,-22.525974,-48.532471,294.0000,573.0000,259.0000,205.0000
1,-22.525974,-48.532202,294.0000,551.0000,269.0000,187.0000
1,-22.525974,-48.531932,276.0000,548.0000,259.0000,184.0000
1,-22.525974,-48.531663,265.0000,516.0000,256.0000,181.0000
1,-22.525974,-48.531393,268.0000,507.0000,243.0000,151.0000
1,-22.525974,-48.531124,276.0000,470.0000,232.0000,149.0000
1,-22.525974,-48.530854,258.0000,463.0000,226.0000,150.0000
1,-22.525974,-48.530585,256.0000,467.0000,229.0000,150.0000
1,-22.525974,-48.530315,249.0000,456.0000,226.0000,153.0000
1,-22.525974,-48.530046,248.0000,449.0000,228.0000,150.0000
1,-22.525974,-48.529776,249.0000,440.0000,225.0000,146.0000
1,-22.525974,-48.529507,245.0000,435.0000,223.0000,152.0000
1,-22.526244,-48.532471,289.0000,552.0000,264.0000,203.0000
1,-22.526244,-48.532202,298.0000,545.0000,256.0000,194.0000
1,-22.526244,-48.531932,285.0000,539.0000,251.0000,181.0000
1,-22.526244,-48.531663,259.0000,515.0000,256.0000,170.0000
1,-22.526244,-48.531393,262.0000,499.0000,240.0000,163.0000
1,-22.526244,-48.531124,280.0000,459.0000,239.0000,148.0000
1,-22.526244,-48.530854,261.0000,456.0000,228.0000,134.0000
1,-22.526244,-48.530585,244.0000,460.0000,230.0000,147.0000
1,-22.526244,-48.530315,250.0000,450.0000,223.0000,149.0000
1,-22.526244,-48.530046,245.0000,457.0000,230.0000,147.0000
1,-22.526244,-48.529776,258.0000,453.0000,225.0000,157.0000
1,-22.526244,-48.529507,242.0000,445.0000,226.0000,150.0000
1,-22.526244,-48.529237,247.0000,440.0000,217.0000,148.0000
1,-22.526244,-48.528968,243.0000,434.0000,212.0000,164.0000
1,-22.526244,-48.528698,242.0000,434.0000,231.0000,162.0000
1,-22.526244,-48.528429,237.0000,429.0000,218.0000,161.0000
1,-22.526513,-48.532741,297.0000,562.0000,267.0000,228.0000
1,-22.526513,-48.532471,284.0000,563.0000,266.0000,209.0000
1,-22.526513,-48.532202,296.0000,544.0000,261.0000,192.0000
1,-22.526513,-48.531932,287.0000,539.0000,261.0000,181.0000
1,-22.526513,-48.531663,276.0000,513.0000,251.0000,169.0000
1,-22.526513,-48.531393,278.0000,481.0000,246.0000,160.0000
1,-22.526513,-48.531124,266.0000,461.0000,232.0000,145.0000
1,-22.526513,-48.530854,251.0000,433.0000,228.0000,137.0000
1,-22.526513,-48.530585,244.0000,432.0000,220.0000,133.0000
1,-22.526513,-48.530315,256.0000,446.0000,226.0000,144.0000
1,-22.526513,-48.530046,238.0000,429.0000,222.0000,133.0000
1,-22.526513,-48.529776,248.0000,442.0000,221.0000,147.0000
1,-22.526513,-48.529507,253.0000,445.0000,231.0000,151.0000
1,-22.526513,-48.529237,254.0000,443.0000,221.0000,148.0000
1,-22.526513,-48.528968,245.0000,431.0000,216.0000,150.0000
1,-22.526513,-48.528698,237.0000,428.0000,213.0000,152.0000
1,-22.526513,-48.528429,249.0000,436.0000,217.0000,150.0000
1,-22.526513,-48.528159,241.0000,420.0000,217.0000,160.0000
1,-22.526513,-48.527890,235.0000,425.0000,220.0000,157.0000
1,-22.526513,-48.527620,236.0000,433.0000,211.0000,160.0000
1,-22.526783,-48.532741,293.0000,558.0000,265.0000,220.0000
1,-22.526783,-48.532471,286.0000,554.0000,267.0000,210.0000
1,-22.526783,-48.532202,294.0000,548.0000,258.0000,202.0000
1,-22.526783,-48.531932,286.0000,539.0000,261.0000,192.0000
1,-22.526783,-48.531663,276.0000,502.0000,255.0000,175.0000
1,-22.526783,-48.531393,253.0000,461.0000,240.0000,158.0000
1,-22.526783,-48.531124,276.0000,428.0000,232.0000,133.0000
1,-22.526783,-48.530854,244.0000,421.0000,217.0000,134.0000
1,-22.526783,-48.530585,247.0000,427.0000,221.0000,139.0000
1,-22.526783,-48.530315,244.0000,415.0000,221.0000,140.0000
1,-22.526783,-48.530046,246.0000,413.0000,221.0000,146.0000
1,-22.526783,-48.529776,261.0000,427.0000,222.0000,148.0000
1,-22.526783,-48.529507,235.0000,446.0000,224.0000,150.0000
1,-22.526783,-48.529237,251.0000,444.0000,225.0000,154.0000
1,-22.526783,-48.528968,248.0000,445.0000,225.0000,152.0000
1,-22.526783,-48.528698,231.0000,431.0000,218.0000,149.0000
1,-22.526783,-48.528429,232.0000,432.0000,215.0000,149.0000
1,-22.526783,-48.528159,245.0000,433.0000,216.0000,149.0000
1,-22.526783,-48.527890,238.0000,430.0000,222.0000,151.0000
1,-22.526783,-48.527620,241.0000,426.0000,216.0000,151.0000
1,-22.526783,-48.527351,231.0000,431.0000,216.0000,152.0000
1,-22.526783,-48.527081,236.0000,424.0000,211.0000,153.0000
1,-22.526783,-48.526812,249.0000,424.0000,218.0000,160.0000
1,-22.527052,-48.532471,295.0000,557.0000,264.0000,209.0000
1,-22.527052,-48.532202,284.0000,554.0000,264.0000,193.0000
1,-22.527052,-48.531932,282.0000,544.0000,264.0000,193.0000
1,-22.527052,-48.531663,269.0000,513.0000,256.0000,176.0000
1,-22.527052,-48.531393,285.0000,484.0000,246.0000,170.0000
1,-22.527052,-48.531124,263.0000,433.0000,229.0000,142.0000
1,-22.527052,-48.530854,239.0000,410.0000,211.0000,134.0000
1,-22.527052,-48.530585,245.0000,406.0000,210.0000,135.0000
1,-22.527052,-48.530315,247.0000,417.0000,214.0000,136.0000
1,-22.527052,-48.530046,245.0000,418.0000,217.0000,137.0000
1,-22.527052,-48.529776,267.0000,430.0000,219.0000,142.0000
1,-22.527052,-48.529507,240.0000,447.0000,224.0000,152.0000
1,-22.527052,-48.529237,246.0000,438.0000,222.0000,160.0000
1,-22.527052,-48.528968,256.0000,441.0000,226.0000,146.0000
1,-22.527052,-48.528698,235.0000,427.0000,222.0000,156.0000
1,-22.527052,-48.528429,247.0000,442.0000,224.0000,155.0000
1,-22.527052,-48.528159,247.0000,440.0000,211.0000,153.0000
1,-22.527052,-48.527890,238.0000,426.0000,213.0000,149.0000
1,-22.527052,-48.527620,247.0000,414.0000,222.0000,145.0000
1,-22.527052,-48.527351,226.0000,412.0000,212.0000,144.0000
1,-22.527052,-48.527081,228.0000,414.0000,208.0000,144.0000
1,-22.527052,-48.526812,232.0000,411.0000,217.0000,137.0000
1,-22.527052,-48.526542,227.0000,413.0000,218.0000,142.0000
1,-22.527052,-48.526273,224.0000,417.0000,215.0000,142.0000
1,-22.527052,-48.526004,234.0000,417.0000,210.0000,145.0000
1,-22.527322,-48.531663,278.0000,515.0000,261.0000,212.0000
1,-22.527322,-48.531393,286.0000,506.0000,254.0000,195.0000
1,-22.527322,-48.531124,281.0000,477.0000,245.0000,168.0000
1,-22.527322,-48.530854,245.0000,394.0000,219.0000,134.0000
1,-22.527322,-48.530585,243.0000,410.0000,216.0000,140.0000
1,-22.527322,-48.530315,239.0000,400.0000,222.0000,137.0000
1,-22.527322,-48.530046,237.0000,412.0000,216.0000,140.0000
1,-22.527322,-48.529776,253.0000,427.0000,217.0000,152.0000
1,-22.527322,-48.529507,249.0000,431.0000,225.0000,155.0000
1,-22.527322,-48.529237,255.0000,441.0000,219.0000,160.0000
1,-22.527322,-48.528968,252.0000,450.0000,231.0000,157.0000
1,-22.527322,-48.528698,240.0000,443.0000,217.0000,155.0000
1,-22.527322,-48.528429,253.0000,440.0000,224.0000,157.0000
